id,size,annualized,prop_dt,prop_large,prop_retail,prop_insider,share
004494,53.23,--,2017-06-30,99.01%,0.99%,0.00%,50.51
004495,0.52,--,-,-,-,-,-
004496,0.00,--,-,-,-,-,-
004497,1.21,--,-,-,-,-,-
004498,0.75,--,-,-,-,-,-
004499,15.13,--,2017-06-30,100.00%,0.00%,0.00%,20.00
004501,94.85,--,2017-06-30,30.78%,69.22%,0.08%,6.79
004502,0.24,--,-,-,-,-,-
004503,2.10,--,-,-,-,-,-
004504,2.00,--,-,-,-,-,-
004505,3.05,--,-,-,-,-,-
004508,0.11,--,-,-,-,-,-
004510,0.03,--,2017-06-30,0.00%,100.00%,0.00%,0.02
004512,0.04,--,-,-,-,-,-
004513,0.85,--,-,-,-,-,-
004514,0.90,--,-,-,-,-,-
004515,0.00,--,-,-,-,-,-
004516,1.01,--,-,-,-,-,-
004517,2.93,--,-,-,-,-,-
004518,1.88,--,-,-,-,-,-
004519,0.00,--,-,-,-,-,-
004521,0.60,--,-,-,-,-,-
004522,0.40,--,-,-,-,-,-
004525,6.60,--,-,-,-,-,-
004528,0.60,--,-,-,-,-,-
004529,0.01,--,-,-,-,-,-
004532,0.45,--,-,-,-,-,-
004533,0.11,--,-,-,-,-,-
004534,3.03,--,-,-,-,-,-
004535,0.30,--,-,-,-,-,-
004536,1.53,--,-,-,-,-,-
004541,4.01,--,-,-,-,-,-
004542,0.00,--,-,-,-,-,-
004544,1.90,--,-,-,-,-,-
004545,264.41,--,2017-06-30,100.00%,0.00%,0.00%,167.02
004547,0.01,--,2017-06-30,---,100.00%,0.00%,0.00
004548,0.00,--,2017-06-30,---,100.00%,100.00%,0.00
004549,6.93,--,-,-,-,-,-
004550,1.27,--,-,-,-,-,-
004551,3.52,--,-,-,-,-,-
004552,0.03,--,-,-,-,-,-
004553,0.06,--,-,-,-,-,-
004554,0.36,--,-,-,-,-,-
004555,5.05,--,-,-,-,-,-
004556,0.00,--,-,-,-,-,-
004558,2.05,--,-,-,-,-,-
004559,0.00,--,-,-,-,-,-
004560,0.01,--,-,-,-,-,-
004561,0.51,--,-,-,-,-,-
004562,0.00,--,-,-,-,-,-
004563,0.00,--,-,-,-,-,-
004564,0.78,--,-,-,-,-,-
004565,1.87,--,-,-,-,-,-
004568,59.87,--,2017-06-30,100.00%,---,0.00%,29.34
004569,0.00,--,2017-06-30,---,100.00%,19.29%,0.00
004570,--,--,-,-,-,-,-
004571,1.20,--,-,-,-,-,-
004572,0.14,--,-,-,-,-,-
004573,1.73,--,-,-,-,-,-
004576,1.54,--,-,-,-,-,-
004577,0.00,--,-,-,-,-,-
004578,0.08,--,-,-,-,-,-
004585,16.49,--,-,-,-,-,-
004586,1.06,--,-,-,-,-,-
004587,1.89,--,-,-,-,-,-
004588,0.00,--,-,-,-,-,-
004589,5.75,--,2017-06-30,100.00%,0.00%,0.00%,46.01
004591,0.40,--,-,-,-,-,-
004592,0.15,--,-,-,-,-,-
004593,0.17,--,-,-,-,-,-
004595,2.32,--,-,-,-,-,-
004597,0.19,--,-,-,-,-,-
004598,0.10,--,-,-,-,-,-
004601,2.01,--,-,-,-,-,-
004602,2.04,--,-,-,-,-,-
004603,0.03,--,-,-,-,-,-
004604,1.74,--,-,-,-,-,-
004605,0.00,--,-,-,-,-,-
004606,2.78,--,-,-,-,-,-
004607,2.00,--,-,-,-,-,-
004608,1.00,--,-,-,-,-,-
004609,0.41,--,-,-,-,-,-
004614,5.30,--,-,-,-,-,-
004615,0.63,--,-,-,-,-,-
004616,0.77,--,-,-,-,-,-
004617,2.52,--,-,-,-,-,-
004618,0.36,--,-,-,-,-,-
004619,2.52,--,-,-,-,-,-
004620,1.22,--,-,-,-,-,-
004621,0.83,--,-,-,-,-,-
004622,0.04,--,-,-,-,-,-
004623,2.27,--,-,-,-,-,-
004624,2.03,--,-,-,-,-,-
004625,0.20,--,-,-,-,-,-
004626,0.00,--,-,-,-,-,-
004627,2.00,--,-,-,-,-,-
004628,0.00,--,-,-,-,-,-
004629,20.90,--,-,-,-,-,-
004634,1.61,--,-,-,-,-,-
004635,0.00,--,2017-06-30,0.00%,100.00%,0.00%,0.00
004636,0.10,--,2017-06-30,---,100.00%,100.00%,0.00
004637,0.00,--,-,-,-,-,-
004638,2.13,--,-,-,-,-,-
004640,3.87,--,-,-,-,-,-
004641,4.08,--,-,-,-,-,-
004642,0.11,--,-,-,-,-,-
004643,0.01,--,-,-,-,-,-
004646,1.37,--,-,-,-,-,-
004648,2.27,--,-,-,-,-,-
004649,0.34,--,-,-,-,-,-
004651,3.51,--,2017-06-30,0.00%,100.00%,0.00%,0.00
004652,1.59,--,-,-,-,-,-
004653,0.59,--,-,-,-,-,-
004655,0.76,--,-,-,-,-,-
004656,0.00,--,-,-,-,-,-
004659,0.00,--,-,-,-,-,-
004660,1.05,--,-,-,-,-,-
004663,2.21,--,-,-,-,-,-
004664,27.39,--,-,-,-,-,-
004665,2.21,--,-,-,-,-,-
004666,9.02,--,-,-,-,-,-
004667,1.49,--,-,-,-,-,-
004668,0.01,--,-,-,-,-,-
004669,2.01,--,-,-,-,-,-
004670,0.52,--,-,-,-,-,-
004671,6.63,--,-,-,-,-,-
004672,0.00,--,-,-,-,-,-
004673,0.51,--,-,-,-,-,-
004674,0.20,--,-,-,-,-,-
004675,0.10,--,-,-,-,-,-
004676,0.21,--,2017-06-30,99.71%,0.29%,0.26%,0.04
004677,1.04,--,-,-,-,-,-
004678,2.00,--,-,-,-,-,-
004679,0.00,--,-,-,-,-,-
004680,2.18,--,-,-,-,-,-
004681,2.35,--,-,-,-,-,-
004682,0.00,--,-,-,-,-,-
004683,1.69,--,-,-,-,-,-
004684,0.43,--,-,-,-,-,-
004685,0.78,--,-,-,-,-,-
004686,12.45,--,-,-,-,-,-
004687,1.87,--,-,-,-,-,-
004688,1.81,--,-,-,-,-,-
004689,1.01,--,-,-,-,-,-
004693,4.95,--,-,-,-,-,-
004694,0.09,--,-,-,-,-,-
004696,2.26,--,-,-,-,-,-
004698,0.94,--,-,-,-,-,-
004699,0.01,--,-,-,-,-,-
004700,52.60,--,-,-,-,-,-
004701,3.17,--,-,-,-,-,-
004702,0.41,--,-,-,-,-,-
004703,4.30,--,-,-,-,-,-
004705,1.68,--,-,-,-,-,-
004706,0.02,--,-,-,-,-,-
004707,1.16,--,-,-,-,-,-
004708,2.96,--,-,-,-,-,-
004709,0.54,--,-,-,-,-,-
004710,2.30,--,-,-,-,-,-
004712,1.92,--,-,-,-,-,-
004713,0.03,--,-,-,-,-,-
004714,2.02,--,-,-,-,-,-
004715,0.00,--,-,-,-,-,-
004716,0.72,--,-,-,-,-,-
004717,5.45,--,-,-,-,-,-
004718,4.61,--,-,-,-,-,-
004719,0.14,--,-,-,-,-,-
004720,8.72,--,-,-,-,-,-
004721,0.05,--,-,-,-,-,-
004722,60.32,--,-,-,-,-,-
004723,100.98,--,-,-,-,-,-
004724,0.00,--,-,-,-,-,-
004725,1.55,--,-,-,-,-,-
004726,0.03,--,-,-,-,-,-
004727,0.15,--,-,-,-,-,-
004728,0.50,--,-,-,-,-,-
004729,0.63,--,-,-,-,-,-
004730,1.90,--,-,-,-,-,-
004731,1.98,--,-,-,-,-,-
004732,0.00,--,-,-,-,-,-
004734,2.02,--,-,-,-,-,-
004735,0.12,--,-,-,-,-,-
004736,0.10,--,-,-,-,-,-
004737,1.16,--,-,-,-,-,-
004738,1.84,--,-,-,-,-,-
004739,0.32,--,-,-,-,-,-
004740,0.07,--,-,-,-,-,-
004741,1.91,--,-,-,-,-,-
004742,0.07,--,2017-06-30,0.00%,100.00%,0.00%,0.03
004743,0.00,--,2017-06-30,0.00%,100.00%,0.08%,0.00
004744,0.30,--,2017-06-30,0.00%,100.00%,0.00%,0.01
004745,2.12,--,-,-,-,-,-
004746,5.05,--,2017-06-30,0.00%,100.00%,0.00%,0.01
004747,2.25,--,-,-,-,-,-
004748,0.11,--,-,-,-,-,-
004749,32.15,--,-,-,-,-,-
004750,4.02,--,-,-,-,-,-
004751,0.01,--,-,-,-,-,-
004752,0.13,--,-,-,-,-,-
004753,0.03,--,-,-,-,-,-
004754,9.51,--,-,-,-,-,-
004755,0.19,--,-,-,-,-,-
004756,3.99,--,-,-,-,-,-
004757,0.00,--,-,-,-,-,-
004758,--,--,-,-,-,-,-
004759,--,--,-,-,-,-,-
004760,4.00,--,-,-,-,-,-
004761,0.00,--,-,-,-,-,-
004763,0.33,--,-,-,-,-,-
004764,1.73,--,-,-,-,-,-
004767,6.20,--,-,-,-,-,-
004768,1.97,--,-,-,-,-,-
004769,3.13,--,-,-,-,-,-
004770,0.04,--,-,-,-,-,-
004771,20.05,--,-,-,-,-,-
004772,1.16,--,-,-,-,-,-
004773,3.66,--,-,-,-,-,-
004774,8.88,--,-,-,-,-,-
004775,11.15,--,-,-,-,-,-
004776,336.55,--,-,-,-,-,-
004777,0.24,--,-,-,-,-,-
004780,23.69,--,-,-,-,-,-
004783,0.04,--,-,-,-,-,-
004784,2.51,--,-,-,-,-,-
004785,0.00,--,-,-,-,-,-
004786,1.51,--,-,-,-,-,-
004787,0.83,--,-,-,-,-,-
004788,0.00,--,-,-,-,-,-
004789,2.01,--,-,-,-,-,-
004790,0.00,--,-,-,-,-,-
004791,2.01,--,-,-,-,-,-
004792,0.00,--,-,-,-,-,-
004793,2.02,--,-,-,-,-,-
004794,0.02,--,-,-,-,-,-
004795,2.01,--,-,-,-,-,-
004796,12.13,--,-,-,-,-,-
004797,20.23,--,-,-,-,-,-
004800,25.26,--,-,-,-,-,-
004803,1.60,--,-,-,-,-,-
004804,0.44,--,-,-,-,-,-
004806,2.05,--,-,-,-,-,-
004807,2.47,--,-,-,-,-,-
004808,0.06,--,-,-,-,-,-
004811,7.95,--,-,-,-,-,-
004812,0.14,--,-,-,-,-,-
004813,0.01,--,-,-,-,-,-
004818,0.50,--,-,-,-,-,-
004819,2.22,--,-,-,-,-,-
004821,30.17,--,-,-,-,-,-
004825,0.20,--,-,-,-,-,-
004826,0.09,--,-,-,-,-,-
004827,0.21,--,-,-,-,-,-
004828,1.33,--,-,-,-,-,-
004829,4.10,--,-,-,-,-,-
004839,113.57,--,2017-06-30,100.00%,0.00%,0.00%,6.00
004841,110.54,--,2017-06-30,---,100.00%,0.00%,0.00
004844,16.14,--,-,-,-,-,-
004845,0.25,--,-,-,-,-,-
004846,0.04,--,-,-,-,-,-
004847,2.30,--,-,-,-,-,-
004848,9.66,--,-,-,-,-,-
004849,0.00,--,-,-,-,-,-
004850,6.00,--,-,-,-,-,-
004851,4.71,--,-,-,-,-,-
004852,1.84,--,-,-,-,-,-
004853,0.94,--,-,-,-,-,-
004854,0.18,--,-,-,-,-,-
004855,0.11,--,-,-,-,-,-
004856,0.12,--,-,-,-,-,-
004857,0.07,--,-,-,-,-,-
004858,0.00,--,-,-,-,-,-
004859,9.65,--,-,-,-,-,-
004860,1.69,--,-,-,-,-,-
004861,0.14,--,-,-,-,-,-
004862,0.10,--,-,-,-,-,-
004863,7.83,--,-,-,-,-,-
004864,--,--,-,-,-,-,-
004865,0.05,--,-,-,-,-,-
004866,15.80,--,-,-,-,-,-
004868,3.31,--,-,-,-,-,-
004869,0.00,--,-,-,-,-,-
004870,0.01,--,-,-,-,-,-
004871,2.29,--,-,-,-,-,-
004874,0.00,--,-,-,-,-,-
004875,0.00,--,-,-,-,-,-
004876,0.00,--,-,-,-,-,-
004877,6.77,--,-,-,-,-,-
004878,0.49,--,-,-,-,-,-
004879,0.49,--,-,-,-,-,-
004881,3.00,--,-,-,-,-,-
004882,100.35,--,-,-,-,-,-
004883,2.27,--,-,-,-,-,-
004884,0.04,--,-,-,-,-,-
004885,1.35,--,-,-,-,-,-
004887,21.33,--,-,-,-,-,-
004888,5.43,--,-,-,-,-,-
004889,0.60,--,-,-,-,-,-
004890,3.17,--,-,-,-,-,-
004895,2.13,--,-,-,-,-,-
004896,43.06,--,-,-,-,-,-
004897,0.16,--,-,-,-,-,-
004898,1.41,--,-,-,-,-,-
004899,50.80,--,-,-,-,-,-
004900,2.51,--,-,-,-,-,-
004901,0.88,--,-,-,-,-,-
004902,2.59,--,-,-,-,-,-
004903,6.74,--,-,-,-,-,-
004904,157.74,--,-,-,-,-,-
004905,4.67,--,-,-,-,-,-
004906,2.13,--,-,-,-,-,-
004907,0.04,--,-,-,-,-,-
004908,1.59,--,-,-,-,-,-
004910,16.01,--,-,-,-,-,-
004911,30.23,--,-,-,-,-,-
004912,0.00,--,-,-,-,-,-
004913,1.26,--,-,-,-,-,-
004914,1.25,--,-,-,-,-,-
004915,0.58,--,-,-,-,-,-
004916,12.06,--,-,-,-,-,-
004917,0.67,--,-,-,-,-,-
004918,3.29,--,-,-,-,-,-
004919,101.02,--,-,-,-,-,-
004920,16.64,--,-,-,-,-,-
004921,15.21,--,-,-,-,-,-
004922,15.10,--,-,-,-,-,-
004923,45.27,--,-,-,-,-,-
004924,0.00,--,-,-,-,-,-
004925,3.20,--,-,-,-,-,-
004926,0.63,--,-,-,-,-,-
004927,2.21,--,-,-,-,-,-
004932,8.29,--,-,-,-,-,-
004933,0.01,--,-,-,-,-,-
004935,0.23,--,-,-,-,-,-
004936,0.13,--,-,-,-,-,-
004937,2.96,--,-,-,-,-,-
004938,8.61,--,-,-,-,-,-
004939,1.16,--,-,-,-,-,-
004940,5.84,--,-,-,-,-,-
004941,0.44,--,-,-,-,-,-
004942,0.12,--,-,-,-,-,-
004943,2.41,--,-,-,-,-,-
004944,0.17,--,-,-,-,-,-
004945,3.09,--,-,-,-,-,-
004946,3.24,--,-,-,-,-,-
004947,0.24,--,-,-,-,-,-
004948,0.53,--,-,-,-,-,-
004951,1.67,--,-,-,-,-,-
004952,27.57,--,-,-,-,-,-
004953,4.50,--,-,-,-,-,-
004958,10.58,--,-,-,-,-,-
004959,23.40,--,-,-,-,-,-
004965,2.55,--,-,-,-,-,-
004966,1.41,--,-,-,-,-,-
004967,1.77,--,-,-,-,-,-
004968,29.37,--,-,-,-,-,-
004970,0.69,--,-,-,-,-,-
004971,3.00,--,-,-,-,-,-
004972,13.09,--,-,-,-,-,-
004973,4.17,--,-,-,-,-,-
004975,3.26,--,-,-,-,-,-
004978,30.63,--,-,-,-,-,-
004979,15.20,--,-,-,-,-,-
004980,0.00,--,-,-,-,-,-
004983,0.62,--,-,-,-,-,-
004984,33.74,--,-,-,-,-,-
004985,10.74,--,-,-,-,-,-
004986,2.78,--,-,-,-,-,-
004987,0.84,--,-,-,-,-,-
004988,1.07,--,-,-,-,-,-
004989,1.49,--,-,-,-,-,-
004993,2.49,--,-,-,-,-,-
004994,0.29,--,-,-,-,-,-
004995,0.14,--,-,-,-,-,-
004996,0.40,--,-,-,-,-,-
004997,0.65,--,-,-,-,-,-
004998,0.07,--,-,-,-,-,-
004999,0.21,--,-,-,-,-,-
005000,7.26,--,-,-,-,-,-
005001,20.70,--,-,-,-,-,-
005002,0.00,--,-,-,-,-,-
005003,2.20,--,-,-,-,-,-
005004,23.28,--,-,-,-,-,-
005005,0.13,--,-,-,-,-,-
005006,0.03,--,-,-,-,-,-
005007,4.51,--,-,-,-,-,-
005008,0.14,--,-,-,-,-,-
005009,6.54,--,-,-,-,-,-
005010,6.41,--,-,-,-,-,-
005011,3.80,--,-,-,-,-,-
005014,4.65,--,-,-,-,-,-
005015,0.00,--,-,-,-,-,-
005016,0.55,--,-,-,-,-,-
005017,30.08,--,-,-,-,-,-
005018,2.61,--,-,-,-,-,-
005019,30.45,--,-,-,-,-,-
005020,1.02,--,-,-,-,-,-
005024,30.42,--,-,-,-,-,-
005025,0.00,--,-,-,-,-,-
005027,7.80,--,-,-,-,-,-
005028,9.54,--,-,-,-,-,-
005033,0.12,--,-,-,-,-,-
005034,0.01,--,-,-,-,-,-
005035,0.12,--,-,-,-,-,-
005036,0.02,--,-,-,-,-,-
005037,0.39,--,-,-,-,-,-
005038,0.42,--,-,-,-,-,-
005039,2.79,--,-,-,-,-,-
005040,2.02,--,-,-,-,-,-
005041,0.99,--,-,-,-,-,-
005042,1.50,--,-,-,-,-,-
005043,2.17,--,-,-,-,-,-
005044,1.10,--,-,-,-,-,-
005047,2.07,--,-,-,-,-,-
005048,0.54,--,-,-,-,-,-
005049,0.83,--,-,-,-,-,-
005050,2.07,--,-,-,-,-,-
005051,7.57,--,-,-,-,-,-
005052,0.09,--,-,-,-,-,-
005053,3.96,--,-,-,-,-,-
005054,2.02,--,-,-,-,-,-
005055,46.85,--,-,-,-,-,-
005056,0.19,--,-,-,-,-,-
005057,8.99,--,-,-,-,-,-
005058,0.26,--,-,-,-,-,-
005059,2.21,--,-,-,-,-,-
005061,2.80,--,-,-,-,-,-
005062,1.56,--,-,-,-,-,-
005063,0.19,--,-,-,-,-,-
005064,0.13,--,-,-,-,-,-
005065,--,--,-,-,-,-,-
005067,4.22,--,-,-,-,-,-
005068,0.50,--,-,-,-,-,-
005069,0.48,--,-,-,-,-,-
005070,5.16,--,-,-,-,-,-
005072,10.17,--,-,-,-,-,-
005073,70.02,--,-,-,-,-,-
005074,0.00,--,-,-,-,-,-
005075,2.94,--,-,-,-,-,-
005076,6.32,--,-,-,-,-,-
005078,0.74,--,-,-,-,-,-
005082,0.11,--,-,-,-,-,-
005083,1.95,--,-,-,-,-,-
005084,0.18,--,-,-,-,-,-
005085,0.16,--,-,-,-,-,-
005086,--,--,-,-,-,-,-
005087,--,--,-,-,-,-,-
005088,8.67,--,-,-,-,-,-
005089,0.37,--,-,-,-,-,-
005092,0.01,--,-,-,-,-,-
005094,3.83,--,-,-,-,-,-
005098,0.01,--,-,-,-,-,-
005099,50.33,--,-,-,-,-,-
005100,0.07,--,-,-,-,-,-
005101,0.10,--,-,-,-,-,-
005104,0.45,--,-,-,-,-,-
005105,1.59,--,-,-,-,-,-
005106,0.29,--,-,-,-,-,-
005107,0.27,--,-,-,-,-,-
005108,7.85,--,-,-,-,-,-
005109,2.15,--,-,-,-,-,-
005110,2.15,--,-,-,-,-,-
005111,0.00,--,-,-,-,-,-
005112,0.72,--,-,-,-,-,-
005113,1.29,--,-,-,-,-,-
005114,0.87,--,-,-,-,-,-
005117,0.08,--,-,-,-,-,-
005118,0.01,--,-,-,-,-,-
005119,0.32,--,-,-,-,-,-
005120,4.23,--,-,-,-,-,-
005121,1.11,--,-,-,-,-,-
005122,0.23,--,-,-,-,-,-
005123,54.05,--,-,-,-,-,-
005124,81.09,--,-,-,-,-,-
005125,0.01,--,-,-,-,-,-
005126,2.12,--,-,-,-,-,-
005127,5.11,--,-,-,-,-,-
005128,12.78,--,-,-,-,-,-
005129,2.01,--,-,-,-,-,-
005130,0.13,--,-,-,-,-,-
005131,--,--,-,-,-,-,-
005132,--,--,-,-,-,-,-
005133,0.90,--,-,-,-,-,-
005134,40.27,--,-,-,-,-,-
005135,0.00,--,-,-,-,-,-
005136,38.30,--,-,-,-,-,-
005140,0.59,--,-,-,-,-,-
005141,6.84,--,-,-,-,-,-
005142,1.10,--,-,-,-,-,-
005143,1.91,--,-,-,-,-,-
005144,0.61,--,-,-,-,-,-
005145,1.07,--,-,-,-,-,-
005146,2.86,--,-,-,-,-,-
005148,70.48,--,-,-,-,-,-
005150,0.02,--,-,-,-,-,-
005151,6.26,--,-,-,-,-,-
005153,0.00,--,-,-,-,-,-
005154,0.00,--,-,-,-,-,-
005155,2.53,--,-,-,-,-,-
005156,20.01,--,-,-,-,-,-
005157,3.67,--,-,-,-,-,-
005158,50.52,--,-,-,-,-,-
005159,1.01,--,-,-,-,-,-
005160,0.56,--,-,-,-,-,-
005161,2.31,--,-,-,-,-,-
005162,227.96,--,-,-,-,-,-
005166,6.90,--,-,-,-,-,-
005167,13.04,--,-,-,-,-,-
005169,0.77,--,-,-,-,-,-
005170,0.02,--,-,-,-,-,-
005171,21.20,--,-,-,-,-,-
005172,3.13,--,-,-,-,-,-
005175,4.02,--,-,-,-,-,-
005176,16.71,--,-,-,-,-,-
005177,0.86,--,-,-,-,-,-
005178,1.46,--,-,-,-,-,-
005183,0.09,--,-,-,-,-,-
005185,2.10,--,-,-,-,-,-
005186,3.12,--,-,-,-,-,-
005187,0.92,--,-,-,-,-,-
005188,1.13,--,-,-,-,-,-
005189,2.19,--,-,-,-,-,-
005191,0.08,--,-,-,-,-,-
005192,1.69,--,-,-,-,-,-
005193,1.51,--,-,-,-,-,-
005194,9.64,--,-,-,-,-,-
005195,--,--,-,-,-,-,-
005196,--,--,-,-,-,-,-
005197,15.50,--,-,-,-,-,-
005198,1.60,--,-,-,-,-,-
005199,--,--,-,-,-,-,-
005202,183.51,--,-,-,-,-,-
005206,0.00,--,-,-,-,-,-
005207,0.00,--,-,-,-,-,-
005208,30.44,--,-,-,-,-,-
005209,4.22,--,-,-,-,-,-
005210,0.91,--,-,-,-,-,-
005211,4.61,--,-,-,-,-,-
005213,10.11,--,-,-,-,-,-
005214,0.00,--,-,-,-,-,-
005215,19.99,--,-,-,-,-,-
005216,7.92,--,-,-,-,-,-
005217,19.87,--,-,-,-,-,-
005218,24.39,--,-,-,-,-,-
005219,7.05,--,-,-,-,-,-
005220,21.59,--,-,-,-,-,-
005221,6.32,--,-,-,-,-,-
005222,1.96,--,-,-,-,-,-
005223,1.30,--,-,-,-,-,-
005224,1.45,--,-,-,-,-,-
005226,2.14,--,-,-,-,-,-
005228,23.13,--,-,-,-,-,-
005229,--,--,-,-,-,-,-
005230,63.20,--,-,-,-,-,-
005231,0.66,--,-,-,-,-,-
005232,1.22,--,-,-,-,-,-
005233,2.67,--,-,-,-,-,-
005234,10.11,--,-,-,-,-,-
005235,0.15,--,-,-,-,-,-
005236,0.06,--,-,-,-,-,-
005237,0.28,--,-,-,-,-,-
005238,0.07,--,-,-,-,-,-
005239,0.11,--,-,-,-,-,-
005240,0.02,--,-,-,-,-,-
005241,20.16,--,-,-,-,-,-
005242,1.30,--,-,-,-,-,-
005243,0.37,--,-,-,-,-,-
005244,29.37,--,-,-,-,-,-
005245,2.63,--,-,-,-,-,-
005246,2.10,--,-,-,-,-,-
005247,2.72,--,-,-,-,-,-
005250,31.53,--,-,-,-,-,-
005251,2.33,--,-,-,-,-,-
005252,2.62,--,-,-,-,-,-
005254,--,--,-,-,-,-,-
005255,3.65,--,-,-,-,-,-
005256,1.50,--,-,-,-,-,-
005257,0.86,--,-,-,-,-,-
005258,12.93,--,-,-,-,-,-
005259,4.96,--,-,-,-,-,-
005260,0.11,--,-,-,-,-,-
005261,0.01,--,-,-,-,-,-
005262,0.50,--,-,-,-,-,-
005263,2.02,--,-,-,-,-,-
005265,4.39,--,-,-,-,-,-
005266,2.90,--,-,-,-,-,-
005267,70.13,--,-,-,-,-,-
005268,6.89,--,-,-,-,-,-
005269,2.28,--,-,-,-,-,-
005270,3.00,--,-,-,-,-,-
005273,1.17,--,-,-,-,-,-
005277,5.10,--,-,-,-,-,-
005279,1.79,--,-,-,-,-,-
005280,0.10,--,-,-,-,-,-
005281,2.53,--,-,-,-,-,-
005282,2.07,--,-,-,-,-,-
005283,0.00,--,-,-,-,-,-
005284,0.98,--,-,-,-,-,-
005285,9.02,--,-,-,-,-,-
005286,10.10,--,-,-,-,-,-
005290,2.32,--,-,-,-,-,-
005291,1.87,--,-,-,-,-,-
005292,0.32,--,-,-,-,-,-
005293,2.07,--,-,-,-,-,-
005294,2.05,--,-,-,-,-,-
005295,2.66,--,-,-,-,-,-
005296,0.33,--,-,-,-,-,-
005297,2.81,--,-,-,-,-,-
005299,1.81,--,-,-,-,-,-
005300,0.75,--,-,-,-,-,-
005301,0.06,--,-,-,-,-,-
005302,2.23,--,-,-,-,-,-
005303,37.26,--,-,-,-,-,-
005304,1.55,--,-,-,-,-,-
005307,--,--,-,-,-,-,-
005308,--,--,-,-,-,-,-
005310,0.15,--,-,-,-,-,-
005311,0.03,--,-,-,-,-,-
005312,1.99,--,-,-,-,-,-
005313,0.03,--,-,-,-,-,-
005314,2.12,--,-,-,-,-,-
005315,22.11,--,-,-,-,-,-
005316,0.00,--,-,-,-,-,-
005317,1.20,--,-,-,-,-,-
005318,0.80,--,-,-,-,-,-
005321,151.38,--,-,-,-,-,-
005322,25.26,--,-,-,-,-,-
005323,0.00,--,-,-,-,-,-
005324,2.09,--,-,-,-,-,-
005325,1.77,--,-,-,-,-,-
005326,1.62,--,-,-,-,-,-
005327,7.71,--,-,-,-,-,-
005328,2.96,--,-,-,-,-,-
005329,3.66,--,-,-,-,-,-
005330,1.31,--,-,-,-,-,-
005335,3.82,--,-,-,-,-,-
005336,50.55,--,-,-,-,-,-
005337,0.00,--,-,-,-,-,-
005340,20.17,--,-,-,-,-,-
005341,1.12,--,-,-,-,-,-
005342,1.14,--,-,-,-,-,-
005343,0.51,--,-,-,-,-,-
005344,1.60,--,-,-,-,-,-
005351,7.16,--,-,-,-,-,-
005352,7.85,--,-,-,-,-,-
005353,1.22,--,-,-,-,-,-
005354,3.95,--,-,-,-,-,-
005355,2.00,--,-,-,-,-,-
005356,0.00,--,-,-,-,-,-
005357,20.52,--,-,-,-,-,-
005358,6.51,--,-,-,-,-,-
005359,5.13,--,-,-,-,-,-
005360,2.90,--,-,-,-,-,-
005366,21.75,--,-,-,-,-,-
005367,0.00,--,-,-,-,-,-
005370,2.04,--,-,-,-,-,-
005375,30.10,--,-,-,-,-,-
005377,50.51,--,-,-,-,-,-
005378,100.98,--,-,-,-,-,-
005379,23.69,--,-,-,-,-,-
005380,0.00,--,-,-,-,-,-
005381,5.95,--,-,-,-,-,-
005382,0.00,--,-,-,-,-,-
005383,2.07,--,-,-,-,-,-
005384,100.82,--,-,-,-,-,-
005385,2.03,--,-,-,-,-,-
005386,0.58,--,-,-,-,-,-
005387,2.20,--,-,-,-,-,-
005388,10.12,--,-,-,-,-,-
005393,50.20,--,-,-,-,-,-
005394,0.00,--,-,-,-,-,-
005396,2.40,--,-,-,-,-,-
005397,2.79,--,-,-,-,-,-
005398,11.54,--,-,-,-,-,-
005400,6.99,--,-,-,-,-,-
005401,0.01,--,-,-,-,-,-
005402,0.14,--,-,-,-,-,-
005403,6.97,--,-,-,-,-,-
005405,1.11,--,-,-,-,-,-
005406,0.92,--,-,-,-,-,-
005409,14.76,--,-,-,-,-,-
005414,0.06,--,-,-,-,-,-
005415,0.06,--,-,-,-,-,-
005418,--,--,-,-,-,-,-
005421,5.82,--,-,-,-,-,-
005422,--,--,-,-,-,-,-
005427,0.70,--,-,-,-,-,-
005428,0.70,--,-,-,-,-,-
005429,1.41,--,-,-,-,-,-
005430,1.45,--,-,-,-,-,-
005431,25.26,--,-,-,-,-,-
005437,7.81,--,-,-,-,-,-
005438,0.09,--,-,-,-,-,-
005443,4.26,--,-,-,-,-,-
005445,11.89,--,-,-,-,-,-
005446,10.18,--,-,-,-,-,-
005447,0.31,--,-,-,-,-,-
005450,74.32,--,-,-,-,-,-
005451,2.32,--,-,-,-,-,-
005452,0.03,--,-,-,-,-,-
005453,3.27,--,-,-,-,-,-
005454,0.11,--,-,-,-,-,-
005457,17.58,--,-,-,-,-,-
005459,1.03,--,-,-,-,-,-
005460,1.36,--,-,-,-,-,-
005463,1.66,--,-,-,-,-,-
005464,0.82,--,-,-,-,-,-
005471,--,--,-,-,-,-,-
005474,7.13,--,-,-,-,-,-
005475,0.00,--,-,-,-,-,-
005477,3.50,--,-,-,-,-,-
005478,0.39,--,-,-,-,-,-
005479,5.06,--,-,-,-,-,-
005481,49.67,--,-,-,-,-,-
005482,1.21,--,-,-,-,-,-
005483,1.35,--,-,-,-,-,-
005486,1.19,--,-,-,-,-,-
005487,1.14,--,-,-,-,-,-
005488,15.18,--,-,-,-,-,-
005492,20.58,--,-,-,-,-,-
005493,0.44,--,-,-,-,-,-
005494,2.14,--,-,-,-,-,-
